1,0.242238,
2,0.471533,
3,0.709178,
4,0.936802,
5,1.16429,
6,1.39987,
7,1.63019,
8,1.86854,
9,2.09573,
10,3.24429,
11,3.5235,
12,3.81946,
13,4.12412,
14,4.43927,
15,4.76328,
16,5.08131,
17,5.36428,
18,5.67372,
19,5.97868,
20,6.30566,
21,6.62268,
22,6.98623,
23,7.34849,
24,7.7165,
25,8.07778,
26,8.49104,
27,8.87647,
28,9.3028,
29,9.71841,
30,10.151,
31,10.5432,
32,10.9889,
