bench,batch,avg_duration(ms),SM_util(%),l2_util(%),mem_util(%),achieved occupancy,theoretical occupancy
lenet,16,6.035882352941176,6.0939655004385545,4.60266153396355,7.108483578598578,9.19037228340318,52.38831205535523,
lenet,12,5.744999999999999,4.663349772749252,3.777859974857365,5.7548331882796635,8.119392708635528,51.52838506914226,
lenet,8,5.969999999999998,3.247905212336191,3.0166233126416406,4.241495713863436,7.335288205734559,52.289027490393174,
lenet,2,5.827058823529412,1.045748031496063,1.877060367454068,2.182990107005855,6.345261457702401,51.720899454875834,
mnasnet1_0,4,12.164224598930481,28.188359131493684,24.24818834049176,38.24602076748244,41.22185298345726,66.04892359905224,
mnasnet1_0,8,17.21351219512195,31.777810398524124,28.11576583342071,48.023934288718124,47.65648730294126,64.37118015625836,
mnasnet1_0,12,24.005948717948716,33.74376675866665,28.69058030488171,53.14858321441693,49.3293366174196,63.80291829375627,
mnasnet1_0,16,27.657163461538456,34.5511812908396,28.8743969864533,57.250401203610856,51.361462237666224,63.331744331782204,
mnasnet1_0,28,45.61789215686275,35.74359205033287,29.937903707803,62.126806915931056,54.268749995970325,63.564714159068544,
mnasnet1_0,1,8.01718918918919,17.221807804851732,10.963493776884796,18.3047828989064,28.203319691473716,64.4893979827128,
mnasnet1_0,2,9.273655913978498,22.821142616963293,17.5345523798481,27.12943550350745,34.3269724621717,65.06805217693768,
mnasnet1_0,20,33.7811650485437,34.777439415886356,29.053014562604538,59.08986585562119,52.868832002667084,63.41634684692448,
mnasnet1_0,32,50.59383495145634,35.742664289079265,29.903908722905516,63.38425530567541,54.779202740653915,63.414009228262785,
mnasnet1_0,24,40.316,34.54904057942255,28.786931473070066,59.84969194582314,52.813260425564856,62.31961629952646,
mobilenet_v2,2,8.925820895522392,20.522573449492487,17.622799748061684,27.97449726602344,35.79943469948552,64.50311138237208,
mobilenet_v2,24,42.62121827411167,31.130543758143396,33.225702588496475,66.36195413976026,53.212621248680996,64.83917615686761,
mobilenet_v2,32,53.77288557213936,31.376483348522186,33.527147344414225,69.06400009252096,54.76944121905747,64.70878802037306,
mobilenet_v2,8,17.105761904761913,27.350348615476285,30.653580108067164,52.28525812800477,48.10546733069607,65.10102914361907,
mobilenet_v2,28,47.851094527363145,31.497099781972906,33.677745576815305,67.68002210422681,54.6189769569155,65.25498610428083,
mobilenet_v2,4,11.646616915422891,24.57229396361338,25.150342934766346,40.232820796507376,41.6088792252784,66.00537811249183,
mobilenet_v2,12,23.934949494949507,29.870311893347285,32.35591679467915,58.6419233106568,50.02403747953203,65.28432789209809,
mobilenet_v2,1,7.611773399014775,16.320415612319533,11.548883179414831,18.923812217267788,29.644052058322934,64.05096279421953,
mobilenet_v2,16,29.30161764705884,29.838303279113617,31.83940980639159,61.81360600448677,51.52211637582747,64.26033629274963,
mobilenet_v2,20,36.17131313131312,30.156808020754227,33.1680292714803,65.38776924344312,52.00094184241101,64.8391174294044,
resnet50,20,73.06167883211678,34.03458958284423,38.28146360189618,63.67112478208096,42.47795858413796,48.859284960712124,
resnet50,16,63.23813186813182,33.01393174586901,35.67587745257332,59.62880025556061,41.47823175496312,48.1201951111011,
resnet50,4,21.337992957746472,30.33463619576931,31.990819885841358,46.255661956537914,34.68044333406493,49.981543764923714,
resnet50,32,106.77945205479452,31.371917513374108,37.180309298387414,64.56368003438143,43.764426022142636,49.5058908388818,
resnet50,28,100.9408156028368,32.428733015730394,37.437962291645555,63.16462408805671,41.785310537633364,47.402774176708434,
resnet50,8,34.86837545126351,33.32476641397148,35.46751708850412,55.69101699635767,38.92188208569829,49.592680519001895,
resnet50,12,50.71329749103943,31.755440013117525,34.84172438212992,55.84760188875412,38.53393113723147,47.089980125817995,
resnet50,24,89.39542857142858,32.2746190800744,37.53929316855447,62.15348061102512,40.87880444110272,46.6403493786834,
resnet50,1,13.204007782101167,25.103527050801105,22.23624739570287,30.548051293234284,25.213795923298868,54.99778810819733,
resnet50,2,15.263498233215554,28.641115319348913,28.204157080450116,39.5049926034304,31.11878869887511,54.24467493292158,
ssd,8,30.96094594594592,28.421689123030617,28.185600356741258,49.561052648425154,43.23616696710333,54.26367964290967,
ssd,32,88.50607142857142,32.21094843674969,33.77020227627644,64.22881349443334,51.04912606378904,57.84716547896228,
ssd,24,68.53165178571427,31.957250325546916,33.135130938584844,62.51307817229916,50.629206772939206,57.98857952757753,
ssd,20,59.02158590308373,31.170260287059897,32.07170155770678,60.17328505959881,49.59300445592217,57.20718278984018,
ssd,12,40.57780269058298,30.198843510501312,30.997881498753962,56.05018801284142,46.66215461633243,55.79032573199906,
ssd,4,22.556787330316745,23.165856109768196,21.78923406986889,35.696945587306054,35.628156427718885,49.621028575440505,
ssd,2,16.75617117117118,20.01518948242815,17.89258379997151,27.87701457308992,31.858166898305598,48.88480938850013,
ssd,16,50.544400000000024,30.045509892732326,30.833254151025837,57.321656690839056,47.994211557891006,56.18991799509166,
ssd,28,79.59459821428571,31.63825442434571,33.30721944182548,62.91065465677354,50.33297165490975,57.31775666757719,
ssd,1,13.83342723004694,18.51059548212808,18.184908570109833,27.03229216160084,29.163950117426687,54.43120212997033,
vgg16,16,338.04963855421676,45.326007733233745,41.25792829669273,59.4355536543432,30.417703431306165,32.8678356069473,
vgg16,24,559.5054320987657,43.92773543168856,41.877023559607494,56.41613346575476,26.175897024576805,28.118314216656067,
vgg16,32,676.1163749999998,45.54710516551236,42.40011645554364,60.24385061854181,30.548776798964543,32.7411343331982,
vgg16,12,296.53308641975315,42.83618759258224,42.08605086018754,56.11792890098661,25.52303959169297,27.627801048995007,
vgg16,2,65.00023809523812,40.18393776945871,36.62378491287576,53.03108116820084,24.202527151915195,28.068782183948045,
vgg16,28,638.8761728395062,44.349828599487076,42.24386444599769,57.84348998250596,27.717340343199115,29.764393001445246,
vgg16,8,207.71410256410252,43.35790413968905,42.05916712443757,56.32643734916708,25.506155076319164,27.793496725652258,
vgg16,4,104.25047058823533,43.12487884946773,37.977077784385784,54.44579438208204,25.759608555864887,28.79695908834945,
vgg16,20,479.81050632911393,44.24156998424748,42.270763766708534,57.41903605405401,27.168729514262367,29.200562033587627,
vgg16,1,44.823690476190485,36.1401156913728,34.108700570223554,48.675290729020304,22.013353615620996,26.746040598216812,
